model_node,model,score,test_node,discrepancy,method,std,experiment,threshold
pi2,SVR(C=100),0.9901921836260755,pi4,0.10925107718777283,MMD,False,1,8.41
pi4,"SVR(C=100, epsilon=1)",0.9587353165718376,pi2,0.05992705288921263,MMD,False,1,8.41
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9864986755776666,pi4,0.06944552801020198,MMD,False,1,8.41
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9175004260121787,pi2,0.061595614884842,MMD,False,1,8.41
pi2,LinearRegression(),0.9866670619101685,pi4,0.07006924220531385,MMD,False,1,8.41
pi4,LinearRegression(),0.9203304560248736,pi2,0.06254883156159219,MMD,False,1,8.41
pi2,SVR(C=10),0.990518390701439,pi4,0.0932510868618549,MMD,True,1,8.41
pi4,"SVR(C=100, epsilon=0.2)",0.9613752452504379,pi2,0.0602571487383462,MMD,True,1,8.41
pi2,SVR(kernel='linear'),0.9866428502728245,pi4,0.07032444382366998,MMD,True,1,8.41
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9200061773902449,pi2,0.06055863483930013,MMD,True,1,8.41
pi2,LinearRegression(),0.9866670530446922,pi4,0.07006925671708775,MMD,True,1,8.41
pi4,LinearRegression(),0.920330456332762,pi2,0.06254880944008245,MMD,True,1,8.41
pi2,SVR(C=100),0.9901921836260755,pi4,0.10925107718777283,OCSVM,False,1,0.89
pi4,"SVR(C=100, epsilon=1)",0.9587353165718376,pi2,0.05992705288921263,OCSVM,False,1,0.64
pi4,"SVR(C=100, epsilon=1)",0.9587353165718376,pi3,0.3619825293507757,OCSVM,False,1,0.1
pi3,"SVR(C=100, epsilon=0.5)",0.9793890966139401,pi4,5.274381204186316,OCSVM,False,1,0.69
pi3,"SVR(C=100, epsilon=0.5)",0.9793890966139401,pi5,2.5374974128079053,OCSVM,False,1,1.0
pi5,"SVR(C=100, epsilon=1)",0.4882768325534693,pi3,0.7843189590857841,OCSVM,False,1,0.21
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9864986755776666,pi4,0.06944552801020198,OCSVM,False,1,0.89
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9175004260121787,pi2,0.061595614884842,OCSVM,False,1,0.64
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9175004260121787,pi3,0.08924854979114005,OCSVM,False,1,0.1
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9196649375291172,pi4,0.4514953424538787,OCSVM,False,1,0.69
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9196649375291172,pi5,1.0783114638329505,OCSVM,False,1,1.0
pi5,SVR(kernel='linear'),0.325534414203282,pi3,0.03106569231312284,OCSVM,False,1,0.21
pi2,LinearRegression(),0.9866670619101685,pi4,0.07006924220531385,OCSVM,False,1,0.89
pi4,LinearRegression(),0.9203304560248736,pi2,0.06254883156159219,OCSVM,False,1,0.64
pi4,LinearRegression(),0.9203304560248736,pi3,0.1406842040806947,OCSVM,False,1,0.1
pi3,LinearRegression(normalize=True),0.9198254847575417,pi4,0.48537772449207306,OCSVM,False,1,0.69
pi3,LinearRegression(normalize=True),0.9198254847575417,pi5,1.0881658422454845,OCSVM,False,1,1.0
pi5,LinearRegression(),0.38641179375835943,pi3,0.017600456102018214,OCSVM,False,1,0.21
pi2,SVR(C=10),0.990518390701439,pi4,0.0932510868618549,OCSVM,True,1,0.89
pi4,"SVR(C=100, epsilon=0.2)",0.9613752452504379,pi2,0.0602571487383462,OCSVM,True,1,0.64
pi4,"SVR(C=100, epsilon=0.2)",0.9613752452504379,pi3,0.31390630137906417,OCSVM,True,1,0.1
pi3,SVR(C=100),0.9799301054113324,pi4,4.180933755531539,OCSVM,True,1,0.69
pi3,SVR(C=100),0.9799301054113324,pi5,1.4425927392615248,OCSVM,True,1,1.0
pi5,"SVR(C=100, epsilon=0.5)",0.5461913333315735,pi3,0.2505600081684206,OCSVM,True,1,0.21
pi2,SVR(kernel='linear'),0.9866428502728245,pi4,0.07032444382366998,OCSVM,True,1,0.89
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9200061773902449,pi2,0.06055863483930013,OCSVM,True,1,0.64
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9200061773902449,pi3,0.12298095301543288,OCSVM,True,1,0.1
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9196229093720414,pi4,0.46404484664163637,OCSVM,True,1,0.69
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9196229093720414,pi5,1.0684851373395814,OCSVM,True,1,1.0
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.3858813843915626,pi3,0.007472793375363773,OCSVM,True,1,0.21
pi2,LinearRegression(),0.9866670530446922,pi4,0.07006925671708775,OCSVM,True,1,0.89
pi4,LinearRegression(),0.920330456332762,pi2,0.06254880944008245,OCSVM,True,1,0.64
pi4,LinearRegression(),0.920330456332762,pi3,0.1406840626304796,OCSVM,True,1,0.1
pi3,LinearRegression(),0.9198254808764152,pi4,0.4853777729405305,OCSVM,True,1,0.69
pi3,LinearRegression(),0.9198254808764152,pi5,1.0881660819090568,OCSVM,True,1,1.0
pi5,LinearRegression(),0.38641179003988,pi3,0.017600721379948614,OCSVM,True,1,0.21
pi2,SVR(C=100),0.9901921836260755,pi4,0.10925107718777283,MMD OCSVM Verify,False,1,0.89
pi4,"SVR(C=100, epsilon=1)",0.9587353165718376,pi2,0.05992705288921263,MMD OCSVM Verify,False,1,0.64
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9864986755776666,pi4,0.06944552801020198,MMD OCSVM Verify,False,1,0.89
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9175004260121787,pi2,0.061595614884842,MMD OCSVM Verify,False,1,0.64
pi2,LinearRegression(),0.9866670619101685,pi4,0.07006924220531385,MMD OCSVM Verify,False,1,0.89
pi4,LinearRegression(),0.9203304560248736,pi2,0.06254883156159219,MMD OCSVM Verify,False,1,0.64
pi2,SVR(C=10),0.990518390701439,pi4,0.0932510868618549,MMD OCSVM Verify,True,1,0.89
pi4,"SVR(C=100, epsilon=0.2)",0.9613752452504379,pi2,0.0602571487383462,MMD OCSVM Verify,True,1,0.64
pi2,SVR(kernel='linear'),0.9866428502728245,pi4,0.07032444382366998,MMD OCSVM Verify,True,1,0.89
pi4,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9200061773902449,pi2,0.06055863483930013,MMD OCSVM Verify,True,1,0.64
pi2,LinearRegression(),0.9866670530446922,pi4,0.07006925671708775,MMD OCSVM Verify,True,1,0.89
pi4,LinearRegression(),0.920330456332762,pi2,0.06254880944008245,MMD OCSVM Verify,True,1,0.64
pi3,"SVR(C=10, epsilon=1)",0.4387935064631501,pi5,0.2518981062625746,MMD,False,2,28.09
pi5,"SVR(C=10, epsilon=1)",0.5307076586273518,pi3,0.4061318006766298,MMD,False,2,28.09
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.32620419250874155,pi5,0.08616482246654589,MMD,False,2,28.09
pi5,SVR(kernel='linear'),0.4579873671593876,pi3,0.2128558761870466,MMD,False,2,28.09
pi3,LinearRegression(),0.37062032456480987,pi5,0.3822455616857654,MMD,False,2,28.09
pi5,LinearRegression(),0.45834054982705896,pi3,0.22631928294301884,MMD,False,2,28.09
pi3,"SVR(C=1, epsilon=0.5)",0.5118698282432501,pi5,1.4469242187922509,MMD,True,2,28.09
pi5,"SVR(C=100, epsilon=0.2)",0.5766256999592663,pi3,3.1081881879885582,MMD,True,2,28.09
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.32932850422838156,pi5,0.07693509770006912,MMD,True,2,28.09
pi5,"SVR(C=100, epsilon=0.01, kernel='linear')",0.4571539309071594,pi3,0.2051332308606647,MMD,True,2,28.09
pi3,LinearRegression(),0.37062020299508913,pi5,0.38224537462496655,MMD,True,2,28.09
pi5,LinearRegression(),0.4583403833974551,pi3,0.22631808541799203,MMD,True,2,28.09
pi2,"SVR(C=100, epsilon=0.2)",0.8026981736757307,pi4,0.5544234207092645,OCSVM,False,2,0.84
pi2,"SVR(C=100, epsilon=0.2)",0.8026981736757307,pi5,22.66839187727101,OCSVM,False,2,0.0
pi4,"SVR(C=100, epsilon=1)",0.4907692204209654,pi2,6.364866075872969,OCSVM,False,2,0.46
pi4,"SVR(C=100, epsilon=1)",0.4907692204209654,pi3,7.796261148133889,OCSVM,False,2,0.08
pi4,"SVR(C=100, epsilon=1)",0.4907692204209654,pi5,10.838196502190712,OCSVM,False,2,0.07
pi5,"SVR(C=10, epsilon=1)",0.5307076586273518,pi2,17.50495985630684,OCSVM,False,2,0.9
pi5,"SVR(C=10, epsilon=1)",0.5307076586273518,pi3,0.4061318006766298,OCSVM,False,2,1.0
pi5,"SVR(C=10, epsilon=1)",0.5307076586273518,pi4,3.491772657494066,OCSVM,False,2,0.84
pi3,"SVR(C=10, epsilon=1)",0.4387935064631501,pi4,4.380552751929023,OCSVM,False,2,0.87
pi3,"SVR(C=10, epsilon=1)",0.4387935064631501,pi5,0.2518981062625746,OCSVM,False,2,0.55
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7678096951426068,pi4,0.828642131452503,OCSVM,False,2,0.84
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7678096951426068,pi5,22.76914921483621,OCSVM,False,2,0.0
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.08804191179765775,pi2,0.49058945165990353,OCSVM,False,2,0.46
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.08804191179765775,pi3,6.212501677162008,OCSVM,False,2,0.08
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.08804191179765775,pi5,12.293554273540055,OCSVM,False,2,0.07
pi5,SVR(kernel='linear'),0.4579873671593876,pi2,17.691555426303605,OCSVM,False,2,0.9
pi5,SVR(kernel='linear'),0.4579873671593876,pi3,0.2128558761870466,OCSVM,False,2,1.0
pi5,SVR(kernel='linear'),0.4579873671593876,pi4,3.5340561451333006,OCSVM,False,2,0.84
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.32620419250874155,pi4,4.007331210838855,OCSVM,False,2,0.87
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.32620419250874155,pi5,0.08616482246654589,OCSVM,False,2,0.55
pi2,LinearRegression(),0.7688601454293731,pi4,0.8241589317284594,OCSVM,False,2,0.84
pi2,LinearRegression(),0.7688601454293731,pi5,22.977196275940916,OCSVM,False,2,0.0
pi4,LinearRegression(),0.09564967774287503,pi2,0.04165770429392268,OCSVM,False,2,0.46
pi4,LinearRegression(),0.09564967774287503,pi3,6.802195722040913,OCSVM,False,2,0.08
pi4,LinearRegression(),0.09564967774287503,pi5,14.60468302634421,OCSVM,False,2,0.07
pi5,LinearRegression(),0.45834054982705896,pi2,17.588403742288772,OCSVM,False,2,0.9
pi5,LinearRegression(),0.45834054982705896,pi3,0.22631928294301884,OCSVM,False,2,1.0
pi5,LinearRegression(),0.45834054982705896,pi4,3.4800874428141952,OCSVM,False,2,0.84
pi3,LinearRegression(),0.37062032456480987,pi4,4.477088731719183,OCSVM,False,2,0.87
pi3,LinearRegression(),0.37062032456480987,pi5,0.3822455616857654,OCSVM,False,2,0.55
pi2,"SVR(C=100, epsilon=0.01)",0.8026034340272273,pi4,3.7570518063793807,OCSVM,True,2,0.84
pi2,"SVR(C=100, epsilon=0.01)",0.8026034340272273,pi5,22.477105802465488,OCSVM,True,2,0.0
pi4,"SVR(C=10, epsilon=0.2)",0.4982579869999352,pi2,5.754281045569916,OCSVM,True,2,0.46
pi4,"SVR(C=10, epsilon=0.2)",0.4982579869999352,pi3,7.667535171529108,OCSVM,True,2,0.08
pi4,"SVR(C=10, epsilon=0.2)",0.4982579869999352,pi5,10.306655227994865,OCSVM,True,2,0.07
pi5,"SVR(C=100, epsilon=0.2)",0.5766256999592663,pi2,18.037958583844333,OCSVM,True,2,0.9
pi5,"SVR(C=100, epsilon=0.2)",0.5766256999592663,pi3,3.1081881879885582,OCSVM,True,2,1.0
pi5,"SVR(C=100, epsilon=0.2)",0.5766256999592663,pi4,3.3093169290996887,OCSVM,True,2,0.84
pi3,"SVR(C=1, epsilon=0.5)",0.5118698282432501,pi4,4.501934620061658,OCSVM,True,2,0.87
pi3,"SVR(C=1, epsilon=0.5)",0.5118698282432501,pi5,1.4469242187922509,OCSVM,True,2,0.55
pi2,"SVR(C=100, epsilon=0.2, kernel='linear')",0.7644188695125594,pi4,0.860571684551435,OCSVM,True,2,0.84
pi2,"SVR(C=100, epsilon=0.2, kernel='linear')",0.7644188695125594,pi5,23.04285675671108,OCSVM,True,2,0.0
pi4,SVR(kernel='linear'),0.07885435052191325,pi2,1.0872674976774992,OCSVM,True,2,0.46
pi4,SVR(kernel='linear'),0.07885435052191325,pi3,6.018332641317907,OCSVM,True,2,0.08
pi4,SVR(kernel='linear'),0.07885435052191325,pi5,10.579220361170416,OCSVM,True,2,0.07
pi5,"SVR(C=100, epsilon=0.01, kernel='linear')",0.4571539309071594,pi2,17.826955059125975,OCSVM,True,2,0.9
pi5,"SVR(C=100, epsilon=0.01, kernel='linear')",0.4571539309071594,pi3,0.2051332308606647,OCSVM,True,2,1.0
pi5,"SVR(C=100, epsilon=0.01, kernel='linear')",0.4571539309071594,pi4,3.560166446411916,OCSVM,True,2,0.84
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.32932850422838156,pi4,4.0409971295329985,OCSVM,True,2,0.87
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.32932850422838156,pi5,0.07693509770006912,OCSVM,True,2,0.55
pi2,LinearRegression(),0.7688600849660375,pi4,0.824158798580307,OCSVM,True,2,0.84
pi2,LinearRegression(),0.7688600849660375,pi5,22.977199994608206,OCSVM,True,2,0.0
pi4,LinearRegression(normalize=True),0.095649777646862,pi2,0.041657808807806895,OCSVM,True,2,0.46
pi4,LinearRegression(normalize=True),0.095649777646862,pi3,6.802196238158289,OCSVM,True,2,0.08
pi4,LinearRegression(normalize=True),0.095649777646862,pi5,14.604684526451734,OCSVM,True,2,0.07
pi5,LinearRegression(),0.4583403833974551,pi2,17.588419229540477,OCSVM,True,2,0.9
pi5,LinearRegression(),0.4583403833974551,pi3,0.22631808541799203,OCSVM,True,2,1.0
pi5,LinearRegression(),0.4583403833974551,pi4,3.4800904495630816,OCSVM,True,2,0.84
pi3,LinearRegression(),0.37062020299508913,pi4,4.477088340409565,OCSVM,True,2,0.87
pi3,LinearRegression(),0.37062020299508913,pi5,0.38224537462496655,OCSVM,True,2,0.55
pi5,"SVR(C=10, epsilon=1)",0.5307076586273518,pi3,0.4061318006766298,MMD OCSVM Verify,False,2,1.0
pi3,"SVR(C=10, epsilon=1)",0.4387935064631501,pi5,0.2518981062625746,MMD OCSVM Verify,False,2,0.55
pi5,SVR(kernel='linear'),0.4579873671593876,pi3,0.2128558761870466,MMD OCSVM Verify,False,2,1.0
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.32620419250874155,pi5,0.08616482246654589,MMD OCSVM Verify,False,2,0.55
pi5,LinearRegression(),0.45834054982705896,pi3,0.22631928294301884,MMD OCSVM Verify,False,2,1.0
pi3,LinearRegression(),0.37062032456480987,pi5,0.3822455616857654,MMD OCSVM Verify,False,2,0.55
pi5,"SVR(C=100, epsilon=0.2)",0.5766256999592663,pi3,3.1081881879885582,MMD OCSVM Verify,True,2,1.0
pi3,"SVR(C=1, epsilon=0.5)",0.5118698282432501,pi5,1.4469242187922509,MMD OCSVM Verify,True,2,0.55
pi5,"SVR(C=100, epsilon=0.01, kernel='linear')",0.4571539309071594,pi3,0.2051332308606647,MMD OCSVM Verify,True,2,1.0
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.32932850422838156,pi5,0.07693509770006912,MMD OCSVM Verify,True,2,0.55
pi5,LinearRegression(),0.4583403833974551,pi3,0.22631808541799203,MMD OCSVM Verify,True,2,1.0
pi3,LinearRegression(),0.37062020299508913,pi5,0.38224537462496655,MMD OCSVM Verify,True,2,0.55
pi3,"SVR(C=0.1, epsilon=0.2)",0.18064993037834443,pi4,0.24465957145083417,MMD,False,3,34.34
pi4,SVR(C=100),0.9912304045647781,pi3,2.338691009021714,MMD,False,3,34.34
pi4,SVR(C=100),0.9912304045647781,pi5,2.2590913646748656,MMD,False,3,34.34
pi5,"SVR(C=1, epsilon=1)",0.4748043313617034,pi4,1.4004021193868967,MMD,False,3,34.34
pi3,"SVR(C=0.1, kernel='linear')",0.032777415439924185,pi4,0.15540791627636685,MMD,False,3,34.34
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9874299741611445,pi3,3.4308672443249213,MMD,False,3,34.34
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9874299741611445,pi5,2.0019120047751597,MMD,False,3,34.34
pi5,"SVR(C=10, epsilon=1, kernel='linear')",0.46445503787556475,pi4,0.9795837317627636,MMD,False,3,34.34
pi3,LinearRegression(normalize=True),0.047428128967195726,pi4,0.386573954881847,MMD,False,3,34.34
pi4,LinearRegression(),0.9875064753744112,pi3,3.239207204682882,MMD,False,3,34.34
pi4,LinearRegression(),0.9875064753744112,pi5,2.026876989128113,MMD,False,3,34.34
pi5,LinearRegression(),0.5625010476489611,pi4,1.2048672410667576,MMD,False,3,34.34
pi3,SVR(),0.1579948841446963,pi4,0.22854535793663344,MMD,True,3,34.34
pi4,"SVR(C=10, epsilon=0.01)",0.9911882547118565,pi3,2.1234495578577155,MMD,True,3,34.34
pi4,"SVR(C=10, epsilon=0.01)",0.9911882547118565,pi5,2.2794699002266245,MMD,True,3,34.34
pi5,"SVR(C=100, epsilon=0.5)",0.583014864181006,pi4,4.391243171791123,MMD,True,3,34.34
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.021556089436534753,pi4,0.06789156771014793,MMD,True,3,34.34
pi4,SVR(kernel='linear'),0.9873548060526735,pi3,2.9724003374381054,MMD,True,3,34.34
pi4,SVR(kernel='linear'),0.9873548060526735,pi5,2.062308594360995,MMD,True,3,34.34
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4805554075809577,pi4,0.9151560909897007,MMD,True,3,34.34
pi3,LinearRegression(),0.047428483077422645,pi4,0.3865736603464327,MMD,True,3,34.34
pi4,LinearRegression(),0.9875064833191112,pi3,3.2392072811430848,MMD,True,3,34.34
pi4,LinearRegression(),0.9875064833191112,pi5,2.0268769790467127,MMD,True,3,34.34
pi5,LinearRegression(),0.562501080759511,pi4,1.204868924578057,MMD,True,3,34.34
pi2,SVR(),0.952355618794387,pi4,2.7889510675147435,OCSVM,False,3,0.46
pi4,SVR(C=100),0.9912304045647781,pi2,0.4366168830341176,OCSVM,False,3,0.32
pi4,SVR(C=100),0.9912304045647781,pi3,2.338691009021714,OCSVM,False,3,0.05
pi3,"SVR(C=0.1, epsilon=0.2)",0.18064993037834443,pi4,0.24465957145083417,OCSVM,False,3,0.46
pi2,SVR(kernel='linear'),0.9505601416891096,pi4,0.075707247009286,OCSVM,False,3,0.46
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9874299741611445,pi2,0.06364567986764502,OCSVM,False,3,0.32
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9874299741611445,pi3,3.4308672443249213,OCSVM,False,3,0.05
pi3,"SVR(C=0.1, kernel='linear')",0.032777415439924185,pi4,0.15540791627636685,OCSVM,False,3,0.46
pi2,LinearRegression(),0.950644254108777,pi4,0.0631793947843875,OCSVM,False,3,0.46
pi4,LinearRegression(),0.9875064753744112,pi2,0.06659045112965334,OCSVM,False,3,0.32
pi4,LinearRegression(),0.9875064753744112,pi3,3.239207204682882,OCSVM,False,3,0.05
pi3,LinearRegression(normalize=True),0.047428128967195726,pi4,0.386573954881847,OCSVM,False,3,0.46
pi2,SVR(),0.9529355103160203,pi4,2.6941513967707666,OCSVM,True,3,0.46
pi4,"SVR(C=10, epsilon=0.01)",0.9911882547118565,pi2,0.5623137006312411,OCSVM,True,3,0.32
pi4,"SVR(C=10, epsilon=0.01)",0.9911882547118565,pi3,2.1234495578577155,OCSVM,True,3,0.05
pi3,SVR(),0.1579948841446963,pi4,0.22854535793663344,OCSVM,True,3,0.46
pi2,"SVR(C=1, epsilon=0.01, kernel='linear')",0.9501013777030499,pi4,0.09517508979596767,OCSVM,True,3,0.46
pi4,SVR(kernel='linear'),0.9873548060526735,pi2,0.0759882986780408,OCSVM,True,3,0.32
pi4,SVR(kernel='linear'),0.9873548060526735,pi3,2.9724003374381054,OCSVM,True,3,0.05
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.021556089436534753,pi4,0.06789156771014793,OCSVM,True,3,0.46
pi2,LinearRegression(),0.9506442335515201,pi4,0.06317891819538268,OCSVM,True,3,0.46
pi4,LinearRegression(),0.9875064833191112,pi2,0.06659033444537221,OCSVM,True,3,0.32
pi4,LinearRegression(),0.9875064833191112,pi3,3.2392072811430848,OCSVM,True,3,0.05
pi3,LinearRegression(),0.047428483077422645,pi4,0.3865736603464327,OCSVM,True,3,0.46
pi4,SVR(C=100),0.9912304045647781,pi3,2.338691009021714,MMD OCSVM Verify,False,3,0.05
pi3,"SVR(C=0.1, epsilon=0.2)",0.18064993037834443,pi4,0.24465957145083417,MMD OCSVM Verify,False,3,0.46
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9874299741611445,pi3,3.4308672443249213,MMD OCSVM Verify,False,3,0.05
pi3,"SVR(C=0.1, kernel='linear')",0.032777415439924185,pi4,0.15540791627636685,MMD OCSVM Verify,False,3,0.46
pi4,LinearRegression(),0.9875064753744112,pi3,3.239207204682882,MMD OCSVM Verify,False,3,0.05
pi3,LinearRegression(normalize=True),0.047428128967195726,pi4,0.386573954881847,MMD OCSVM Verify,False,3,0.46
pi4,"SVR(C=10, epsilon=0.01)",0.9911882547118565,pi3,2.1234495578577155,MMD OCSVM Verify,True,3,0.05
pi3,SVR(),0.1579948841446963,pi4,0.22854535793663344,MMD OCSVM Verify,True,3,0.46
pi4,SVR(kernel='linear'),0.9873548060526735,pi3,2.9724003374381054,MMD OCSVM Verify,True,3,0.05
pi3,"SVR(C=100, epsilon=0.01, kernel='linear')",0.021556089436534753,pi4,0.06789156771014793,MMD OCSVM Verify,True,3,0.46
pi4,LinearRegression(),0.9875064833191112,pi3,3.2392072811430848,MMD OCSVM Verify,True,3,0.05
pi3,LinearRegression(),0.047428483077422645,pi4,0.3865736603464327,MMD OCSVM Verify,True,3,0.46
